predicted,real,set
8.1188135,8.05,training
5.713656,5.36,training
3.6065369,3.55,training
8.586142,8.2,training
5.4963717,5.48,training
5.189592,5.34,training
5.9775434,5.96,training
7.2722588,6.71,training
9.017921,8.11,training
2.4825785,2.22,training
7.4927316,6.74,training
5.203147,4.92,training
5.346511,6,training
4.8157196,4.6,training
6.8545156,7.02,training
5.7059255,6.36,training
8.127377,7.77,training
8.015763,7.49,training
6.8610578,7.32,training
8.441079,8.51,training
6.93903,6.69,training
8.877225,7.77,training
9.491144,10.82,training
8.2937765,8.29,training
6.9573812,6.84,training
4.4669695,3.9,training
7.449216,7.36,training
8.067601,8.24,training
9.076718,8.64,training
7.9800963,7.85,training
6.6187634,6.66,training
7.8127675,8,training
4.9973445,4.47,training
6.5823755,6.77,training
5.0119386,5.09,training
8.715954,8.66,training
7.879714,8.23,training
7.423302,6.66,training
7.9623036,7.52,training
9.690922,9.7,training
7.7879677,7.55,training
9.115834,9.09,training
7.2498684,7.31,training
7.526684,8.22,training
6.4952765,6.7,training
3.7893896,3.42,training
6.522331,6.73,training
4.054058,3.6,training
8.403674,7.85,training
5.8389344,6.12,training
2.7913468,2.57,training
5.96783,6.21,training
7.403025,7.22,training
8.715995,8.2,training
6.6719284,6.72,training
9.338321,8.36,training
7.3965335,7.09,training
8.125832,7.12,training
7.017954,6.17,training
6.713532,6.39,training
8.66473,8,training
7.0069313,6.61,training
7.025116,6.66,training
9.634717,8.64,training
8.946107,8.64,training
7.7048755,7.34,training
6.7121234,7.1,training
6.096067,6.56,training
6.3255687,4.2,training
6.5640316,6.54,training
7.422198,7.12,training
4.925799,4.96,training
5.6637707,5.22,training
8.54135,8.52,training
5.476086,5.4,training
6.8953047,7,training
5.7846165,5.54,training
7.7471213,8.7,training
6.471387,5.96,training
2.9202812,3.4,training
9.671764,9.22,training
6.1627336,6.49,training
11.993482,13,training
5.9446316,5.86,training
4.3257813,5.01,training
5.768363,5.3,training
6.3563685,6.4,training
5.360074,5.04,training
5.028297,5.46,training
4.5178714,4.44,training
5.4754844,5.4,training
5.0246844,5.17,training
4.6434345,5.49,training
2.9515073,1.57,training
6.900252,7.27,training
6.174638,6.54,training
8.016068,7.49,training
7.607986,7.32,training
5.278864,4.94,training
8.40788,8.54,training
6.3734,6.82,training
6.5910106,6.7,training
6.558593,6.22,training
8.738504,8.77,training
5.230172,4.34,training
8.834327,9.62,training
7.8025365,6.96,training
7.133013,7,training
4.863308,4.07,training
6.5879574,7.14,training
10.329397,9.7,training
7.0438924,7.36,training
4.305682,3.6,training
6.15486,6.29,training
7.325025,7.3,training
8.038028,8.1,training
5.1597304,5.18,training
6.9299273,7.35,training
5.8923316,5.43,training
7.056791,7.31,training
7.7870307,7.22,training
5.17321,5.3,training
8.715354,8.22,training
7.913331,8,training
4.719993,4.98,training
8.642387,8.4,training
4.9068513,4.44,training
6.654089,6.81,training
7.641852,7.85,training
6.0008526,5.72,training
5.969002,5.48,training
6.540489,6.47,training
3.9129755,3.96,training
7.7168717,7.6,training
7.835866,6.4,training
5.7712026,6.72,training
10.415774,10,training
5.776471,5.4,training
6.701935,6.77,training
4.851572,4.61,training
5.500858,5.35,training
4.3243737,3.27,training
8.906844,7.74,training
4.6897593,4.48,training
4.7034225,4.18,training
6.1602774,5.15,training
3.6260679,3.4,training
4.48095,4.08,training
5.1157484,4.02,training
6.327126,7.72,training
8.836151,9.43,training
8.617747,8.74,training
8.507129,8.7,training
5.798232,5.24,training
8.855124,8.3,training
5.594671,6.11,training
12.873606,12.3,training
5.917203,6.8,training
7.2881866,6.7,training
6.830111,6.61,training
9.023889,9.22,training
7.472965,7.74,training
9.097346,8.52,training
6.6827774,5.46,training
5.2916856,5.17,training
7.9968057,7.63,training
7.640906,7.15,training
9.632558,9.61,training
9.795701,9.8,training
8.143659,7.19,training
10.253984,8.72,training
4.105779,3.94,training
4.4898586,4.62,training
6.6289315,5.12,training
7.893256,7.6,training
8.057391,7.92,training
3.9492579,3.04,training
4.046758,2.82,training
4.9862385,4.94,training
2.9613352,2.74,training
5.58278,5.74,training
4.186332,3.85,training
6.6836505,5.91,training
5.4451375,5.67,training
6.9141736,7.1,training
7.1807623,6.83,training
8.822427,8.7,training
7.6220427,7.77,training
6.774488,7.49,training
6.834774,5.39,training
4.756072,4.25,training
5.968358,6.37,training
5.4092445,5.9,training
5.967723,5.82,training
7.8579187,8.05,training
7.294135,7.19,training
4.2668996,3.7,training
6.4833164,6.82,training
4.2128987,3.7,training
7.304457,6.37,training
6.415088,6.14,training
3.6933258,3.3,training
5.1677656,5.11,training
9.439183,8.52,training
5.9857616,6.4,training
10.224462,9.64,training
7.7290254,6.52,training
3.2234635,2.84,training
9.36262,9.3,training
9.268972,9.7,training
5.7485557,6.05,training
7.9538345,7.48,training
8.21541,7.96,training
7.1798377,6.41,training
6.5996394,6.8,training
8.668567,8.32,training
8.748832,9,training
7.1526875,7.15,training
4.7733364,4.8,training
6.084703,5.74,training
8.512961,8.09,training
8.067998,8.26,training
5.94386,5,training
7.82611,8.38,training
7.901286,7.8,training
6.156533,5.68,training
3.9251783,3.04,training
6.4101005,6.59,training
5.280912,4.73,training
7.1182632,6.31,training
5.9222403,5.96,training
9.141368,9.08,training
5.0301104,5.26,training
5.3849015,4.66,training
4.29232,4.19,training
5.9850335,5.37,training
6.8128443,7.41,training
6.4378567,6.52,training
2.8755481,2.44,training
7.123646,6.51,training
7.6334686,7.09,training
7.8298483,8.4,training
8.755329,8.59,training
10.184183,10,training
6.351735,6.77,training
5.612691,5.36,training
8.5351095,7.41,training
10.041097,9.12,training
5.609952,5.38,training
8.108063,7.82,training
7.074863,6.69,training
3.7363963,3.43,training
9.857034,9.49,training
2.170594,2.39,training
7.88871,9,training
4.813818,4.11,training
6.3419337,6.74,training
5.019748,4.92,training
5.4920406,5.12,training
3.2193432,3.04,training
8.833451,8.52,training
7.4722433,7.15,training
7.77632,7.87,training
4.905165,4.55,training
4.1555896,3.89,training
6.3580174,6.22,training
5.514322,5.7,training
6.874618,7.17,training
5.6892138,5.22,training
6.212937,6.26,training
6.492761,5.97,training
7.830349,7.66,training
7.7656674,7.66,training
6.201759,6.02,training
3.7385364,4.05,training
6.2371607,6.3,training
6.420799,6.1,training
6.1690116,6.85,training
7.4120784,7.71,training
6.440554,6.4,training
7.793824,8.1,training
4.4677496,3.99,training
8.925621,9.05,training
9.039723,9.32,training
6.0563374,6.24,training
6.995968,7.26,training
5.9306397,5.72,training
7.0260167,7.29,training
6.63769,7.3,training
7.7245555,8.12,training
7.052694,7.47,training
8.738395,8.41,training
6.9118667,7.64,training
5.7511535,5.82,training
3.7306337,3.41,training
6.7841845,6.55,training
7.782257,7.16,training
7.5743103,8.15,training
7.47112,7.06,training
9.743036,9.18,training
6.6918855,7,training
7.401803,7.66,training
5.363349,5.06,training
4.6682186,4.46,training
8.0602865,8.29,training
6.697019,6.95,training
7.610518,7.72,training
9.255252,8.89,training
8.995379,9,training
7.279032,7.4,training
8.648013,8.57,training
3.9878304,3.87,training
3.5782712,3.6,training
4.378798,4.71,training
3.484855,3.09,training
7.828675,7.05,training
4.9025626,4.4,training
9.525259,9.05,training
7.554557,7.41,training
6.8165097,7.38,training
7.0231156,7.64,training
7.673475,7.6,training
7.001793,7.32,training
4.675636,4.49,training
6.57845,7.21,training
6.1445427,5.42,training
5.955638,6.15,training
3.2239487,3.41,training
4.8047976,4.97,training
8.585323,8.52,training
7.3387294,7.6,training
7.449785,7.66,training
8.012777,8.1,training
6.7510066,7.06,training
5.6271853,6.27,training
8.916212,9.22,training
4.6159997,3.86,training
5.6874824,5.04,training
6.3579006,5.54,training
4.7530923,5.08,training
4.228727,3.43,training
8.300258,7.6,training
5.963625,6.21,training
5.7989225,6,training
5.0862894,5.22,training
6.0690417,6.1,training
8.422794,8.7,training
6.947724,7.08,training
3.8456743,3.92,training
7.5702043,7.46,training
6.391225,6.96,training
5.5728993,5.25,training
8.16178,8.7,training
6.0568213,5.49,training
6.7835755,6.3,training
7.245741,7.22,training
7.689298,7.82,training
4.398566,4.66,training
9.747573,10.72,training
6.1143756,6.73,training
7.8227773,7.12,training
4.7212024,4.43,training
5.554115,5.72,training
4.4998727,4.72,training
6.3265934,6.98,training
5.936138,5.35,training
8.760665,8.52,training
6.7023745,6.1,training
8.557739,7.72,training
6.021404,5.89,training
4.0183063,3.97,training
9.791683,9.1,training
8.325846,8.47,training
7.6781316,7.54,training
8.32543,8.06,training
8.129439,8.05,training
4.8506517,4.62,training
4.439961,4.66,training
5.7845945,5.89,training
6.112246,6.4,training
9.37248,8.74,training
5.6780567,4.85,training
6.8729887,7.1,training
6.6142225,6.92,training
4.8403444,5.04,training
6.6078444,6.7,training
5.0576863,5.42,training
5.55949,5.26,training
4.791295,4.51,training
6.049883,5.74,training
3.186397,2.7,training
7.47119,7.57,training
5.9326835,6.23,training
3.4951904,3,training
6.43691,6.31,training
10.534997,10.96,training
8.985412,8.72,training
9.621329,9.27,training
5.878759,6,training
5.058429,4.99,training
3.0026815,2.92,training
7.4469485,7.51,training
7.85436,7.17,training
6.9540668,7.4,training
8.484519,8.35,training
7.125177,7,training
7.267207,6.9,training
5.3664765,5.66,training
8.033094,7.48,training
7.5287724,7.39,training
8.181278,7.89,training
2.6003928,1.9,training
7.358884,7.28,training
4.4432406,4.14,training
6.192002,6.15,training
3.9553554,3.48,training
7.888364,7.23,training
6.494672,7.14,training
8.196163,7.49,training
7.727542,7.77,training
7.6000566,7.66,training
4.464973,4.11,training
5.730909,5.85,training
5.2388296,5.1,training
7.875745,7.68,training
4.7779903,4.3,training
8.920818,9.44,training
3.892017,3.12,training
7.4259458,7.35,training
5.292433,4.81,training
7.61102,7.64,training
5.157143,5.12,training
6.5006466,6.48,training
3.3252213,3.3,training
7.549482,7.41,training
6.2587204,6.52,training
7.683016,7.13,training
5.8283725,6.29,training
7.213462,7.74,training
6.63265,6.6,training
5.193185,4.96,training
7.616453,7.57,training
6.3117766,6,training
8.918141,8.1,training
4.2357345,4.11,training
9.259203,8.1,training
7.1532283,6.7,training
6.9811335,6.7,training
8.001859,7.89,training
6.383982,6.12,training
7.6889553,8,training
2.4653234,1.72,training
7.7797155,7.3,training
5.345266,5.34,training
7.0234647,6.95,training
6.226595,7.2,training
6.739779,6.2,training
8.514868,7.2,training
4.4706,4.8,training
2.6483514,2.23,training
6.2051015,5.96,training
7.702682,7.15,training
7.7426662,7.6,training
8.462123,10,training
7.4659405,6.92,training
5.9548707,5.72,training
2.88475,2.78,training
7.0077233,7.14,training
4.994986,4.92,training
8.128251,8.46,training
5.3804245,5.36,training
7.0354342,7.15,training
6.9724665,7.26,training
9.763051,9.05,training
8.834943,8.66,training
7.610015,7.24,training
6.057062,5.38,training
5.764917,6.4,training
7.070405,7.77,training
4.6519084,4.85,training
4.5871787,4.19,training
5.059166,4.52,training
6.2850103,6.02,training
4.9332714,4.22,training
6.0727344,5.82,training
9.949849,9.3,training
7.885511,7.7,training
7.0750484,7.36,training
2.9382563,2.4,training
10.756685,9.85,training
4.2725077,4.1,training
5.209728,4.63,training
8.478182,7.96,training
9.770224,8.49,training
5.433572,4.56,training
11.84595,11.52,training
7.983626,7.3,training
6.7980895,6.12,training
7.862179,8.15,training
7.3084836,7.27,training
6.2428823,6.41,training
7.7099547,7.85,training
8.109223,8.01,training
6.0589046,6.12,training
8.580453,8.16,training
10.606748,9.74,training
7.882157,7.77,training
8.270014,8.19,training
5.190991,4.55,training
8.140138,7.72,training
6.921364,7.04,training
5.388904,5.43,training
5.8492236,5.6,training
6.891924,7.13,training
5.5762334,5.24,training
2.59818,1.78,training
4.396064,4.84,training
4.422844,3.4,training
6.7080817,7.16,training
7.3426695,7.15,training
4.4818864,4.36,training
9.963098,9.26,training
7.0723267,7.55,training
9.625882,9.3,training
8.455548,9,training
7.320196,7.62,training
7.3912864,7.51,training
6.5305047,6.42,training
4.124097,4.17,training
7.0519643,7.3,training
3.5770206,3.7,training
6.956004,6.4,training
9.415085,9.85,training
8.129921,7.4,training
6.306099,6.52,training
5.2049036,5.15,training
7.7704453,7.52,training
9.420648,9.1,training
3.1624405,2.92,training
4.675884,4.12,training
7.424326,7.7,training
9.858475,9.09,training
7.033639,6.7,training
5.809936,5.49,training
6.9230375,6.19,training
5.6654086,5.59,training
7.1601057,7.66,training
4.8478084,4.21,training
3.8430994,3.04,training
6.333893,6.3,training
9.039237,8.52,training
7.2643027,7.6,training
7.5890884,8.49,training
5.756056,5.22,training
6.482795,6.46,training
6.471267,6.2,training
7.2690625,7.49,training
6.3924975,6.88,training
6.110292,6,training
7.627067,7.33,training
10.353612,10.1,training
7.938558,7.4,training
7.911765,6.67,training
7.7193246,7.96,training
6.622922,6.44,training
7.881679,7.12,training
2.5562344,2.85,training
5.963613,5.67,training
8.529281,8.1,training
7.8635025,8.2,training
5.183804,5.11,training
9.065985,9.43,training
4.8792176,5.02,training
4.332303,3.74,training
3.821189,3.91,training
6.4336247,6.42,training
8.613158,7.8,training
6.3671546,6.44,training
7.463247,7.05,training
10.680136,10.33,training
6.351005,6.57,training
8.9236355,8.89,training
14.866014,12.39,training
8.324358,7.8,training
9.07562,9.15,training
6.3492494,5.7,training
9.011203,9.41,training
3.902762,3.07,training
7.45145,7.15,training
6.333405,6.66,training
7.820679,8.22,training
2.7943394,2.15,training
8.357475,7.68,training
4.820814,4.55,training
3.8297884,4,training
7.3443456,7.02,training
8.485142,9,training
6.8079467,6.7,training
4.5693884,4.33,training
5.190989,5.24,training
7.950932,7.6,training
4.4909387,3.9,training
5.9391327,5.62,training
5.069158,5.21,training
4.6301274,4.41,training
7.927659,7.05,training
8.759475,8.8,training
5.042797,4.8,training
7.2497134,7.21,training
8.265839,7.6,training
4.7151093,4.26,training
6.603422,6.38,training
7.582643,8.6,training
7.3900495,7.23,training
6.292235,6.85,training
7.3045774,7.24,training
7.8700485,7.89,training
6.2856946,6.12,training
8.601065,9.22,training
8.797444,9.7,training
8.848835,7.56,training
6.086728,6.36,training
4.8912807,4.1,training
6.4627104,6.22,training
6.398468,6.4,training
3.1421025,3.23,training
7.6092367,7.68,training
5.9056563,4.07,training
9.890576,9.78,training
4.1353526,4.19,training
6.081286,5.38,training
6.795688,7.16,training
4.794754,4.7,training
8.013324,8.64,training
9.002228,8,training
7.354655,6.7,training
6.805365,7.06,training
5.2311163,5.74,training
8.444394,8.51,training
7.459094,7.14,training
5.3250337,4.96,training
6.7994323,6,training
4.676472,3.9,training
4.8276105,4.24,training
8.246815,7.72,training
7.4928956,6.72,training
3.4647605,3.52,training
7.4208775,7.42,training
4.5358825,4.4,training
6.6973405,6.38,training
8.356132,7.66,training
5.032064,4.64,training
8.943213,9.72,training
8.504268,8.8,training
7.6600094,7.18,training
9.413069,10.43,training
2.346915,2.7,training
5.0774236,4.88,training
8.092968,7.89,training
4.902429,4.7,training
5.786135,6.32,training
6.887555,6.4,training
6.0075083,5.54,training
8.432287,7.4,training
6.947168,7.08,training
5.3758373,4.6,training
3.5902607,3.04,training
7.590546,8.41,training
8.320857,8.43,training
8.4475355,8.3,training
4.0340924,3.75,training
7.2232265,7.37,training
9.1507435,9.64,training
9.147883,9.05,training
7.6361976,6.96,training
8.415824,8.65,training
2.630385,2.48,training
3.8911705,3.6,training
3.7326899,4.31,training
4.8474274,4.46,training
6.3826528,5.96,training
4.092266,4.43,training
3.8847985,4.52,training
6.2533717,5.66,training
8.768214,8.3,training
5.252923,4.96,training
5.0327945,4.8,training
5.6938443,6.05,training
4.4648933,4.7,training
4.9124026,5.25,training
5.805222,5.46,training
9.36502,9.72,training
8.701495,8,training
6.8781247,6.4,training
7.772346,6.66,training
5.8068876,6.17,training
8.682311,7.82,training
5.668523,5.91,training
8.361825,8.22,training
8.031229,7.79,training
7.615774,7.8,training
2.5647314,1.68,training
6.7665157,6.66,training
4.9771843,4.91,training
7.272846,6.09,training
5.246489,4.82,training
8.935188,8.4,training
7.481847,7.17,training
7.8567834,8.15,training
5.484989,5.66,training
7.35406,7.6,training
6.92277,7.1,training
6.9306927,7.41,training
7.543179,8.44,training
6.9845176,7.7,training
6.987779,6.92,training
8.0141945,7.49,training
7.111119,7.7,training
8.168782,8.3,training
6.577503,5.92,training
8.267843,8,training
5.00943,4.85,training
6.773636,7.06,training
4.2474527,4.43,training
6.7286487,5.66,training
7.509581,7.4,training
4.7125616,4.52,training
9.246494,8.3,training
5.2181673,4.77,training
5.2086864,5.28,training
4.079259,3.62,training
3.1551602,3,training
6.474247,5.64,training
8.270226,7.76,training
4.3542504,4.48,training
4.096392,3.11,training
5.159813,4.7,training
10.603155,9.92,training
8.250746,8.07,training
7.716322,7.12,training
7.5918946,7.3,training
8.832055,8,training
5.691278,5.34,training
5.8378944,5.48,training
3.2375922,3.53,training
6.6585484,6.18,training
6.1193576,5.14,training
7.7885695,8.15,training
8.571249,7.41,training
5.337436,5.11,training
7.3270736,7.05,training
5.565311,5.68,training
6.7582884,6.72,training
6.7959156,7.05,training
2.4708571,2.77,training
5.5330806,5.34,training
8.3816805,9.3,training
8.226887,7.66,training
8.58124,8,training
5.7121205,5.71,training
6.094587,6.38,training
5.216356,5.21,training
4.374317,4,training
6.223372,5.74,training
8.016789,7.3,training
8.348119,7.66,training
10.172952,9.52,training
6.9263597,7.26,training
7.9339633,8.05,training
6.991363,6.54,training
7.017237,6.82,training
6.8465943,6.64,training
7.8781962,7.54,training
6.034845,5.35,training
5.836571,4.82,training
5.6069293,5.66,training
7.5291133,7,training
2.6197488,2.74,training
7.7433033,7.42,training
7.754041,8.05,training
4.898125,4.28,training
7.538094,7.38,training
6.077202,6.06,training
5.42822,5.38,training
8.587409,8.7,training
2.9227636,2.92,training
4.7910967,4.44,training
5.7212768,5.35,training
6.772183,6.44,training
3.8985813,4.04,training
10.625512,10.52,training
6.3907394,6.15,training
5.3249984,5.55,training
7.164076,6.68,training
5.7390866,4.72,training
7.514654,6.92,training
5.4959116,4.54,training
3.677499,3.85,training
8.915752,8.82,training
7.394147,7.02,training
7.4036717,7.32,training
9.58441,8.92,training
5.9988127,6.18,training
3.0801728,2.46,training
9.047892,8.7,training
6.1201735,6.16,training
5.7099166,5.68,training
8.8084755,9,training
4.3286276,3.6,training
8.087017,7.71,training
6.1821647,6.3,training
4.3301134,4.29,training
4.6701455,4.73,training
7.1190534,7.12,training
5.8160777,6.2,training
7.899983,7.550866127,training
4.008394,3.71647191,training
5.426585,5.560173988,training
6.4953322,6.683648109,training
6.2285028,6.058145523,training
6.3064084,6.230585098,training
5.543093,5.38937664,training
8.265593,7.052948952,training
7.7325964,7.400788307,training
7.748908,7.226449966,training
4.1062284,4.557517052,training
6.489577,6.896597862,training
5.1688323,5.431919098,training
3.2673037,3.86490798,training
5.4222307,5.234759331,training
6.4251037,6.706633568,training
4.1084285,3.787337303,training
7.5320296,7.258330345,training
5.7828436,5.838936806,training
5.660034,5.723184586,training
6.470142,6.510327339,training
10.52195,11.7,validation
8.673222,7.1,validation
9.410315,9.42,validation
5.2123137,7.17,validation
5.151053,4.84,validation
9.631714,7.77,validation
5.61921,6.64,validation
5.235212,2.22,validation
8.853028,9.82,validation
7.763476,6.73,validation
4.1666894,4.56,validation
6.7833223,9.15,validation
8.3746195,8.7,validation
9.680757,10.9,validation
5.853192,7.2,validation
5.45759,6.1,validation
7.252306,3.93,validation
7.7514405,7.57,validation
2.478836,2.19,validation
7.5782075,5.92,validation
7.356436,6.46,validation
8.551832,5.08,validation
8.068455,6.52,validation
8.890854,7.47,validation
6.1899605,7.74,validation
5.1004715,6.92,validation
6.7455525,6.35,validation
6.9012446,7.3,validation
5.0505815,3.62,validation
1.6914132,3.85,validation
9.528898,9.48,validation
4.912724,4.3,validation
7.911371,7.63,validation
6.178559,8.05,validation
5.428779,6.92,validation
8.765734,8.38,validation
4.4761887,6.07,validation
5.2446485,3.72,validation
6.525446,5.05,validation
5.4006605,7.39,validation
6.782203,6.1,validation
6.082976,6.4,validation
5.6791224,6.6,validation
4.985984,4.41,validation
6.294981,5.46,validation
7.3610535,6.53,validation
5.848732,6.54,validation
7.2191877,7.68,validation
5.584819,4.36,validation
5.4412165,4.65,validation
7.602458,9.64,validation
6.2507315,11.32,validation
6.315446,4.82,validation
5.681373,6.2,validation
6.4715247,7.14,validation
5.9373145,6.91,validation
8.572606,9.08,validation
2.9892838,4.11,validation
9.19281,8.35,validation
10.610873,11.3,validation
4.2520533,3.55,validation
5.377437,5.4,validation
6.6138215,5.68,validation
9.711284,8.8,validation
9.324447,7.74,validation
7.4633055,7.7,validation
7.361736,8.7,validation
3.624361,4.21,validation
8.37444,8.89,validation
11.486348,10.85,validation
4.7637305,5.1,validation
9.352651,8.77,validation
7.3822026,7.3,validation
4.872069,4.55,validation
3.1943946,3.52,validation
3.9396636,4,validation
6.387807,6.52,validation
5.7196546,4.95,validation
7.783091,7.63,validation
5.081455,6.05,validation
5.4563007,4.83,validation
6.039196,6.19,validation
9.075407,7.28,validation
7.062484,7.36,validation
4.7219706,5.97,validation
9.445019,8.49,validation
7.3289485,9.15,validation
6.4979544,7.21,validation
6.925922,4.22,validation
7.680313,4.5,validation
8.483946,7.82,validation
7.3127494,6.01,validation
6.2870836,6.66,validation
7.793257,8.57,validation
3.3175824,3.82,validation
7.3437004,7.96,validation
8.536957,8.66,validation
8.522867,9,validation
6.482721,5.7,validation
10.874559,10.68,validation
8.067292,9.74,validation
7.1290283,9.09,validation
4.5346594,3.98,validation
6.0219464,6.72,validation
7.6156397,8.25,validation
3.3996072,5.7,validation
8.830123,9.82,validation
8.385224,8.52,validation
5.5069327,5.19,validation
5.7429314,5.49,validation
5.7884107,4.74,validation
6.9349804,5.73,validation
5.7928176,7.55,validation
6.3637443,5.93,validation
6.408891,5.44,validation
4.942168,6.36,validation
7.240897,7.73,validation
4.3128514,2.82,validation
7.078746,7.23,validation
4.156467,4.82,validation
3.328769,3.37,validation
10.168531,9.43,validation
4.774283,4.6,validation
7.5226493,7.19,validation
7.6415324,7.01,validation
6.414375,6.52,validation
5.547252,6.25,validation
8.45589,8.47,validation
4.423716,3.77,validation
3.8200333,3.12,validation
8.985748,10.24,validation
3.3682241,3.03,validation
6.890717,7.4,validation
3.4036765,11.92,validation
4.6674223,3.1,validation
2.7462204,3.66,validation
7.68331,5.05,validation
6.572971,6.54,validation
3.2336898,2.74,validation
8.400515,7.68,validation
7.8287144,8.92,validation
5.273718,3.18,validation
6.8206973,6.11,validation
5.3663454,5.32,validation
9.535434,8.35,validation
3.7307866,2,validation
4.155956,3.02,validation
6.0386696,5.85,validation
3.9550314,4.8,validation
5.4308887,6.4,validation
7.4959636,8.7,validation
5.1534157,5.4,validation
7.887104,8.91,validation
4.9016547,4.72,validation
6.1153593,8.7,validation
4.3195524,7.06,validation
3.4331086,3.52,validation
4.2947097,3.49,validation
6.2625613,5.73,validation
5.6050215,3.82,validation
7.0335345,6.32,validation
6.7967663,5.6,validation
5.0754576,7.8,validation
6.277646,5.89,validation
5.1117983,2.18,validation
7.440461,9.11,validation
7.6214705,9.7,validation
8.263682,8.77,validation
7.849296,8.92,validation
5.927038,5.97,validation
6.854155,6.57,validation
5.453619,6.96,validation
3.0420206,3.16,validation
12.213047,10.82,validation
8.331517,5.8,validation
7.1989975,7.19,validation
3.5614765,6.02,validation
4.9915147,4.91,validation
5.311412,5.66,validation
7.5428224,7.59,validation
5.8488283,3.81,validation
6.691369,7.62,validation
5.5057125,6.82,validation
8.76872,7.51,validation
6.1747274,5.1,validation
6.1115,8,validation
8.811856,6.05,validation
3.4371927,3.84,validation
5.4649057,5.68,validation
4.4016137,5.74,validation
6.180927,6.9,validation
6.493327,6.6,validation
7.108682,2.44,validation
6.5766706,8.09,validation
5.5738287,6.1,validation
7.200475,7.78,validation
8.558175,7.02,validation
7.923688,7.21,validation
6.8916035,9.09,validation
6.354511,5.7,validation
6.970328,3.48,validation
7.9712496,6.89,validation
9.149338,9.96,validation
6.536713,4.03,validation
5.939327,3.28,validation
4.40435,4.3,validation
8.025899,8.1,validation
4.578853,4.52,validation
9.780409,8.77,validation
5.5931034,6.46,validation
6.917324,3.57,validation
5.5855465,3.39,validation
3.8676527,3.35,validation
6.485996,5.85,validation
5.7788763,6.7,validation
7.939709,7.62,validation
5.3604374,7.59,validation
5.8979135,8,validation
4.37879,3.73,validation
7.108662,7.7,validation
8.447249,3.89,validation
3.8057508,4.82,validation
4.6060314,3.67,validation
6.809394,5.68,validation
4.7945976,4.15,validation
9.251548,8.74,validation
8.197213,8.46,validation
2.7464767,3.8,validation
7.7489095,6.55,validation
5.9407763,5.13,validation
5.9221253,3.85,validation
8.72027,6.5,validation
6.83562,7.8,validation
3.6098475,5.22,validation
7.907496,7.82,validation
8.657976,9.22,validation
3.734189,4.3,validation
6.160802,5.11,validation
8.029173,7.85,validation
7.776038,7.28,validation
6.8219337,6.31,validation
7.622806,7.32,validation
5.785263,4.54,validation
4.9656243,4.74,validation
9.055859,6.94,validation
6.4984922,6.55,validation
2.154694,2.55,validation
4.0975723,4.68,validation
4.416747,2.96,validation
6.6228228,6.28,validation
5.1010623,2.89,validation
7.170726,6.6,validation
5.3313074,3,validation
3.5239239,3.37,validation
3.50155,3.8,validation
6.28663,6.82,validation
6.854054,6.41,validation
6.0941534,6.8,validation
9.108029,9.92,validation
5.385192,5.7,validation
2.410863,5.7,validation
4.1820884,5.22,validation
5.9541993,7.18,validation
7.8462434,8.52,validation
6.81017,8.7,validation
6.9144115,8.25,validation
6.2152147,4.67,validation
8.00895,7.46,validation
6.759403,6.7,validation
7.7721577,7.38,validation
6.664108,6.66,validation
5.603688,7.68,validation
5.3968425,4.24,validation
3.4641476,3.66,validation
4.7193036,5.77,validation
8.957688,7.48,validation
7.863268,7.49,validation
6.3545785,7.24,validation
5.3948865,7.04,validation
8.814769,7.29,validation
4.1843243,3.06,validation
8.85881,8.96,validation
7.077328,8.82,validation
3.7418244,4.44,validation
4.474498,2.92,validation
5.24385,3.69,validation
7.771627,7.39,validation
5.740895,6.7,validation
4.5238323,4.75,validation
4.2985153,4.11,validation
11.58632,11.57,validation
3.687219,3.22,validation
4.870525,4.15,validation
5.707403,5.15,validation
7.5390487,8.3,validation
3.536098,3.26,validation
8.826152,10.89,validation
7.4923835,5.12,validation
2.6359825,2.52,validation
5.791517,5.41,validation
5.1165366,5.22,validation
5.339327,4.09,validation
10.637234,11.7,validation
3.76279,4.21,validation
7.733612,6.8,validation
6.2823367,7.24,validation
6.191434,3.7,validation
4.299689,5,validation
7.3078647,7.12,validation
5.0080056,3.43,validation
9.705066,10.57,validation
8.803721,7.17,validation
5.3880296,3.37,validation
6.1806245,4.15,validation
3.7311747,4.28,validation
3.9687583,2.89,validation
6.483702,6.06,validation
4.9041033,8.64,validation
6.021595,6.09,validation
6.4511185,5.22,validation
8.68608,7.57,validation
5.2649097,3.6,validation
6.70088,6.51,validation
9.075624,8.49,validation
6.531622,7.26,validation
5.769479,6.09,validation
6.2629204,4.85,validation
6.6083703,8.52,validation
6.2850904,7.48,validation
7.0444613,7.05,validation
4.1479554,6.34,validation
8.248226,6.79,validation
6.3540874,5.79,validation
5.1532817,6.42,validation
5.6136327,5.05,validation
5.184583,3.4,validation
7.144674,8.4,validation
4.420148,4.67,validation
6.3456664,3.9,validation
4.917263,4.4,validation
7.9311247,6.82,validation
8.357607,8.7,validation
5.348128,5.11,validation
8.975402,8.8,validation
7.307887,5.02,validation
8.031306,7.09,validation
6.397729,6.05,validation
9.567776,9.57,validation
6.0097036,5.86,validation
10.108128,8.74,validation
9.052713,7.22,validation
5.0020537,5.71,validation
6.4809003,6.68,validation
6.669979,2.35,validation
6.7124476,6.54,validation
9.806544,8.72,validation
5.864865,4.88,validation
3.2434986,3.22,validation
